full_appl_no	fda_app_number	docs_date	pdf_url	Approval	Brand
NDA021330	021330	2006-09-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021330s005lbl.pdf	NA	NA
NDA021330	021330	2013-11-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021330Orig1s016lbl.pdf	NA	Quitters®
NDA021330	021330	2015-08-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021330Orig1s020lbl.pdf	NA	NA
NDA021332	021332	2014-07-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021332s007_S016.pdf	2005	SymlinPen®
NDA021332	021332	2015-03-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021332s023lbl.pdf	2005	SymlinPen®
NDA021333	021333	2013-11-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021333s007lbl.pdf	NA	NA
NDA021334	021334	2003-05-07	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-085S010_Avelox_prntlbl.pdf	NA	NA
NDA021335	021335	2001-05-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21335lbl.pdf	NA	NA
NDA021336	021336	2007-07-31	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021336s002lbl.pdf	NA	EMSAM®
NDA021337	021337	2011-07-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021337s031lbl.pdf	2001	INVANZ®
NDA021337	021337	2009-10-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021337s033lbl.pdf	NA	INVANZ®
NDA021337	021337	2010-05-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021337s034lbl.pdf	NA	INVANZ®
NDA021337	021337	2012-02-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021337s037lbl.pdf	2001	  ®
NDA021337	021337	2012-03-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021337s038lbl.pdf	2001	  ®
NDA021337	021337	2014-10-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021337s042lbl.pdf	2001	INVANZ®
NDA021338	021338	2006-05-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021338lbl.pdf	NA	Cepacol®
NDA021341	021341	2001-11-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21341lbl.pdf	NA	NA
NDA021342	021342	2002-03-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21342lbl.pdf	NA	NA
NDA021342	021342	2008-06-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021342s008s014lbl.pdf	NA	NA
NDA021342	021342	2009-06-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021342s016lbl.pdf	NA	NA
NDA021343	021343	2011-01-20	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021343s019,021379s015,021488s016,021731s012lbl.pdf	2002	ELIGARD®
NDA021343	021343	2013-03-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021343s027,021379s025,021488s025,021731s023lbl.pdf	2002	ELIGARD®
NDA021343	021343	2016-03-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021343s033,021379s033,021488s030,021731s029lbl.pdf	2002	ELIGARD®
NDA021344	021344	2010-09-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021344s007s012lbl.pdf	NA	FASLODEX®
NDA021344	021344	2010-09-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021344s007s012lbl.pdf	NA	FASLODEX®
NDA021344	021344	2011-05-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021344s013lbl.pdf	NA	FASLODEX®
NDA021344	021344	2012-07-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021344s018lbl.pdf	NA	FASLODEX®
NDA021344	021344	2012-11-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021344s019s020lbl.pdf	NA	FASLODEX®
NDA021344	021344	2016-03-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021344s026lbl.pdf	2002	FASLODEX®
NDA021344	021344	2016-07-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021344s029lbl.pdf	2002	FASLODEX®
NDA021345	021345	2001-12-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21345lbl.pdf	NA	NA
NDA021345	021345	2002-12-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21345slr001_arixtra_lbl.pdf	NA	ARIXTRA®
NDA021345	021345	2003-06-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21345se1-002_arixtra_lbl.pdf	NA	ARIXTRA ®
NDA021345	021345	2004-06-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21345se1-004,005_arixtra_lbl.pdf	NA	ARIXTRA ®
NDA021345	021345	2004-06-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21345se1-004,005_arixtra_lbl.pdf	NA	ARIXTRA ®
NDA021345	021345	2009-09-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021345s019lbl.pdf	2001	ARIXTRA®
NDA021345	021345	2010-04-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021345s023lbl.pdf	2001	ARIXTRA®
NDA021345	021345	2009-12-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021345s025lbl.pdf	2001	ARIXTRA®
NDA021346	021346	2005-08-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020272s042,020588s030,021444s016,021346s010lbl.pdf	NA	RISPERDAL®
NDA021346	021346	2006-09-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021346s013lbl.pdf	NA	RISPERDAL®
NDA021346	021346	2007-03-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021346s020lbl.pdf	NA	RISPERDAL®
NDA021346	021346	2008-11-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021346s021s022s023s026lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2010-08-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021346_s31_s35_s38_s39lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2011-12-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021346s032s041lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2009-08-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020272s056,020588s044,021346s033,021444s03lbl.pdf	1993	RISPERDAL®
NDA021346	021346	2010-08-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021346_s31_s35_s38_s39lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2010-12-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020272s063,020588s051,021346s040,021444s039lbl.pdf	1993	RISPERDAL®
NDA021346	021346	2011-12-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021346s032s041lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2011-06-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021346s042lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2011-09-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021346s037s043lbl.pdf	2003	RISPERDAL®
NDA021346	021346	2014-04-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021346s051lbl.pdf	2003	RISPERDAL®
NDA021350	021350	2005-05-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021350lbl.pdf	NA	Pharmaceutical®
NDA021350	021350	2008-01-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021350s005lbl.pdf	NA	TRIGLIDE®
NDA021350	021350	2008-11-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021350s008lbl.pdf	NA	TRIGLIDE®
NDA021351	021351	2003-02-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021351lbl.pdf	NA	NA
NDA021351	021351	2012-10-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021351s008s009lbl.pdf	1975	OXYTROL®
NDA021355	021355	2012-03-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021355s002lbl.pdf	2005	Angeliq®
NDA021355	021355	2012-03-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021355s003lbl.pdf	2005	Angeliq®
NDA021356	021356	2002-12-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21356slr001_Viread_lbl.pdf	NA	VIREAD®
NDA021356	021356	2003-08-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21356se5-003_viread_lbl.pdf	NA	Tricyclen®
NDA021356	021356	2003-10-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21356slr005_viread_lbl.pdf	NA	Tricyclen®
NDA021356	021356	2003-12-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21356slr006_viread_lbl.pdf	NA	Tricyclen®
NDA021356	021356	2004-07-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21356slr010_viread_lbl.pdf	NA	Tricyclen®
NDA021356	021356	2005-05-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021356s011lbl.pdf	NA	VIREAD®
NDA021356	021356	2007-05-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021356s021,021752s011lbl.pdf	NA	VIREAD®
NDA021356	021356	2008-08-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021356s025lbl.pdf	2001	  ®
NDA021356	021356	2009-10-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021356s027lbl.pdf	2001	NA
NDA021356	021356	2009-11-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021356s028lbl.pdf	2001	  ®
NDA021356	021356	2010-10-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021356s034lbl.pdf	2001	  ®
NDA021356	021356	2010-10-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021356s035lbl.pdf	2001	  ®
NDA021356	021356	2012-02-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021356s038lbl.pdf	2001	  ®
NDA021356	021356	2011-11-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021356s041lbl.pdf	2001	  ®
NDA021356	021356	2012-08-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021356s042,022577s002lbl.pdf	2001	VIREAD®
NDA021356	021356	2013-07-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021356s046,022577s003lbl.pdf	2001	VIREAD®
NDA021356	021356	2016-02-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021356s052,022577s009lbl.pdf	2001	VIREAD®
NDA021357	021357	2007-09-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021357s003,021358s003lbl.pdf	NA	NA
NDA021357	021357	2009-10-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021357s004lbl.pdf	NA	NA
NDA021357	021357	2010-03-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021357s006lbl.pdf	2004	Magnevist®
NDA021357	021357	2010-12-20	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021357s009lbl.pdf	2004	NA
NDA021358	021358	2007-09-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021357s003,021358s003lbl.pdf	NA	NA
NDA021358	021358	2011-02-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021358s008lbl.pdf	NA	Multihance®
NDA021359	021359	2011-06-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021359s000lbl.pdf	1955	NA
NDA021360	021360	2003-06-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20972slr018,21360slr003_sustiva_lbl.pdf	NA	SUSTIVA®
NDA021360	021360	2003-06-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20972slr018,21360slr003_sustiva_lbl.pdf	NA	SUSTIVA®
NDA021360	021360	2004-08-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20972s022,21360s006lbl.pdf	NA	SUSTIVA®
NDA021360	021360	2004-11-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20972s024,21360s009lbl.pdf	NA	SUSTIVA®
NDA021360	021360	2007-02-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021360s014lbl.pdf	NA	SUSTIVA®
NDA021360	021360	2009-04-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021360s018,020972s031lbl.pdf	1998	  ®
NDA021360	021360	2009-10-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020972s033,021360s021lbl.pdf	1998	  ®
NDA021360	021360	2010-04-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020972s035,021360s023lbl.pdf	1998	  ®
NDA021360	021360	2010-11-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021360s024lbl.pdf	1998	  ®
NDA021360	021360	2012-06-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020972s041,021360s029lbl.pdf	1998	  ®
NDA021360	021360	2012-08-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020972s042,021360s030lbl.pdf	1998	  ®
NDA021360	021360	2013-05-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020972s043,021360s031lbl.pdf	1998	  ®
NDA021360	021360	2015-04-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021360s037,020972s048lbl.pdf	1998	  ®
NDA021361	021361	2007-02-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021361s006lbl.pdf	NA	XIFAXAN®
NDA021361	021361	2010-11-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021361s009lbl.pdf	2004	XIFAXAN®
NDA021361	021361	2010-03-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021361s011lbl.pdf	2004	XIFAXAN®
NDA021361	021361	2014-03-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021361s013lbl.pdf	2004	XIFAXAN®
NDA021365	021365	2003-12-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21323se1-003,se8-007,21365se8-001,se1-004_lexapro_lbl.pdf	NA	NA
NDA021365	021365	2003-12-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21323se1-003,se8-007,21365se8-001,se1-004_lexapro_lbl.pdf	NA	NA
NDA021365	021365	2009-03-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021323s030s031,021365s021s022lbl.pdf	2002	Lexapro®
NDA021365	021365	2011-05-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021323s033,021365s024lbl.pdf	2002	Lexapro®
NDA021365	021365	2011-03-11	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021323s035,021365s025lbl.pdf	2002	Lexapro®
NDA021366	021366	2003-08-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21366_crestor_lbl.pdf	NA	CRESTOR®
NDA021366	021366	2005-03-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/21366slr005lbl.pdf	NA	CRESTOR®
NDA021366	021366	2007-07-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021366s011lbl.pdf	NA	CRESTOR®
NDA021366	021366	2009-10-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021366s017lbl.pdf	2003	CRESTOR®
NDA021366	021366	2010-11-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021366s021lbl.pdf	NA	NA
NDA021366	021366	2012-02-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021366Orig1s024Lbl.pdf	2003	CRESTOR®
NDA021366	021366	2012-12-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021366s026lbl.pdf	2003	CRESTOR®
NDA021366	021366	2013-08-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021366s028s029lbl.pdf	2003	CRESTOR®
NDA021367	021367	2003-03-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021367lbl.pdf	NA	NA
NDA021367	021367	2005-08-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021367s005lbl.pdf	NA	Femring®
NDA021367	021367	2007-02-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021367s007lbl.pdf	NA	Femring®
NDA021367	021367	2009-05-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021367s009lbl.pdf	NA	Femring®
NDA021368	021368	2005-04-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021368s004,005lbl.pdf	NA	CIALIS®
NDA021368	021368	2005-04-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021368s004,005lbl.pdf	NA	CIALIS®
NDA021368	021368	2005-07-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021368s006lbl.pdf	NA	  ®
NDA021368	021368	2007-01-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021368s007lbl.pdf	NA	CIALIS®
NDA021368	021368	2006-03-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021368s008lbl.pdf	NA	  ®
NDA021368	021368	2006-10-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021368s009,s010lbl.pdf	NA	CIALIS®
NDA021368	021368	2006-10-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021368s009,s010lbl.pdf	NA	CIALIS®
NDA021368	021368	2008-01-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021368s011lbl.pdf	2003	CIALIS®
NDA021368	021368	2007-10-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021368s012lbl.pdf	NA	CIALIS®
NDA021368	021368	2010-02-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021368s017lbl.pdf	2003	CIALIS®
NDA021368	021368	2011-10-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021368s20s21lbl.pdf	2003	ADCIRCA®
NDA021368	021368	2014-05-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021368s023lbl.pdf	2003	CIALIS®
NDA021368	021368	2015-09-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021368s026lbl.pdf	2003	CIALIS®
NDA021372	021372	2005-07-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021372s002lbl.pdf	NA	NA
NDA021372	021372	2007-09-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021372s006lbl.pdf	2003	ALOXI®
NDA021372	021372	2008-03-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021372s008s010lbl.pdf	2003	ALOXI®
NDA021372	021372	2014-05-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021372s018s019lbl.pdf	2003	ALOXI®
NDA021372	021372	2014-09-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021372s020lbl.pdf	2003	ALOXI®
NDA021373	021373	2002-04-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21373lbl.pdf	NA	  ®
NDA021374	021374	2003-10-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21374SLR001_Advil_lbl.pdf	NA	  ®
NDA021378	021378	2007-06-27	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021378s005lbl.pdf	NA	Opadry®
NDA021379	021379	2002-07-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21379lbl.pdf	NA	ATRIGEL®
NDA021379	021379	2007-11-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021731s005,021488s010,021379s010,021343s015lbl.pdf	NA	ELIGARD®
NDA021379	021379	2010-10-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021343s018,021379s014,021488s015,021731s010lbl.pdf	2002	ELIGARD®
NDA021379	021379	2011-01-20	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021343s019,021379s015,021488s016,021731s012lbl.pdf	2002	ELIGARD®
NDA021379	021379	2014-10-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021343s030,021379s030,021488s027,021731s027lbl.pdf	2002	ELIGARD®
NDA021379	021379	2016-03-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021343s033,021379s033,021488s030,021731s029lbl.pdf	2002	ELIGARD®
NDA021386	021386	2004-07-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21386lbl.pdf	NA	Zometa®
NDA021392	021392	2003-02-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021392lbl.pdf	NA	NA
NDA021392	021392	2004-04-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21392se1-002_cardizem_lbl.pdf	NA	CARDIZEM®
NDA021392	021392	2007-05-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021392s010lbl.pdf	NA	CARDIZEM®
NDA021392	021392	2015-04-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021392s019lbl.pdf	1982	CARDIZEM®
NDA021393	021393	2006-01-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021393,021394lbl.pdf	NA	  ®
NDA021395	021395	2004-03-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21395_spiriva_lbl.pdf	NA	Spiriva®
NDA021395	021395	2006-12-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021395s008s015lbl.pdf	NA	Spiriva®
NDA021395	021395	2009-03-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021395s014lbl.pdf	NA	Spiriva®
NDA021395	021395	2006-12-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021395s008s015lbl.pdf	NA	Spiriva®
NDA021395	021395	2009-12-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021395s029lbl.pdf	2004	SPIRIVA®
NDA021395	021395	2011-07-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021395s033lbl.pdf	2004	SPIRIVA®
NDA021398	021398	2012-10-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021398s006lbl.pdf	2007	COMBIGAN®
NDA021399	021399	2004-05-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21399slr003_Iressa_lbl.pdf	NA	NA
NDA021399	021399	2005-06-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021399s008lbl.pdf	NA	NA
NDA021400	021400	2005-05-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021400s002lbl.pdf	NA	LEVITRA®
NDA021400	021400	2007-04-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021400s008lbl.pdf	NA	LEVITRA®
NDA021400	021400	2008-03-20	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021400s011lbl.pdf	NA	LEVITRA®
NDA021400	021400	2011-11-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021400s013lbl.pdf	2003	LEVITRA®
NDA021400	021400	2013-08-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021400s016lbl.pdf	2003	LEVITRA®
NDA021400	021400	2014-05-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021400s017lbl.pdf	2003	LEVITRA®
NDA021400	021400	2015-09-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/21400s019lbl.pdf	2003	LEVITRA®
NDA021402	021402	2002-07-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21402lbl.pdf	NA	SYNTHROID®
NDA021402	021402	2008-07-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021402s017lbl.pdf	NA	SYNTHROID®
NDA021402	021402	2014-01-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021402s020lbl.pdf	NA	Synthroid®
NDA021406	021406	2005-08-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021406lbl.pdf	NA	FORTICAL®
NDA021406	021406	2009-06-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021406s008lbl.pdf	NA	FORTICAL®
NDA021406	021406	2011-08-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021406s016lbl.pdf	NA	FORTICAL®
NDA021408	021408	2002-10-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21408lbl.pdf	NA	NA
NDA021409	021409	2002-07-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21409lbl.pdf	NA	SINGULAIR®
NDA021409	021409	2003-04-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21409se1-003_singulair_lbl.pdf	NA	SINGULAIR®
NDA021409	021409	2003-12-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20829slr026,20830slr029,21409slr007_singulair_lbl.pdf	NA	LAIR®
NDA021409	021409	2006-12-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020829s039,020830s041,021409s019lbl.pdf	NA	SINGULAIR®
NDA021409	021409	2008-03-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020829s046,020830s048,021409s023lbl.pdf	NA	SINGULAIR®
NDA021409	021409	2010-08-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020829s055,020830s056,021409s031lbl.pdf	1998	NA
NDA021409	021409	2012-03-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021409s036lbl.pdf	1998	  ®
NDA021409	021409	2011-12-20	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020829s060,020830s062,021409s037lbl.pdf	1998	  ®
NDA021409	021409	2012-09-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020829S63-20830S64-21409S40lbl.pdf	1998	  ®
NDA021409	021409	2013-12-31	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021409s043lbl.pdf	1998	SINGULAIR®
NDA021409	021409	2014-12-19	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020829Orig1s068,020830Orig1s070,021409Orig1s045lbl.pdf	1998	SINGULAIR®
NDA021410	021410	2003-08-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21410scf001_avandamet_lbl.pdf	NA	GLUCOPHAGE®
NDA021410	021410	2004-05-27	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21071slr009,21410slr005,006_avandamet_lbl.pdf	NA	GLUCOPHAGE®
NDA021410	021410	2007-02-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021410s016lbl.pdf	NA	AVANDAMET®
NDA021410	021410	2007-09-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021410s022lbl.pdf	NA	  ®
NDA021410	021410	2008-12-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021410s025lbl.pdf	2002	AVANDAMET®
NDA021410	021410	2011-05-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021410s027lbl.pdf	2002	MET®
NDA021410	021410	2011-11-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021410s029lbl.pdf	2002	MET®
NDA021410	021410	2014-05-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021410s036s037s038lbl.pdf	2002	AVANDAMET®
NDA021410	021410	2014-05-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021410s036s037s038lbl.pdf	2002	AVANDAMET®
NDA021411	021411	2002-11-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21411_strattera_lbl.pdf	NA	NA
NDA021411	021411	2006-10-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021411s018lbl.pdf	NA	  ®
NDA021411	021411	2007-05-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021411s004s012s013s015s021lbl.pdf	NA	STRATTERA®
NDA021411	021411	2008-07-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021411s024s025s026lbl.pdf	2002	STRATTERA®
